real.type	FS	HS	UR	total	pFS	pHS	pUR	sim
UR	0	20	9832	9852	0	0.002	0.998	conf.mat.colony2_sim_25.Dat
FS	6	0	0	6	1	0	0	conf.mat.colony2_sim_26.Dat
HS	0	28	2	30	0	0.933	0.067	conf.mat.colony2_sim_26.Dat
UR	0	16	9848	9864	0	0.002	0.998	conf.mat.colony2_sim_26.Dat
FS	10	0	0	10	1	0	0	conf.mat.colony2_sim_27.Dat
HS	0	22	0	22	0	1	0	conf.mat.colony2_sim_27.Dat
UR	0	26	9842	9868	0	0.003	0.997	conf.mat.colony2_sim_27.Dat
FS	16	0	0	16	1	0	0	conf.mat.colony2_sim_28.Dat
HS	0	32	0	32	0	1	0	conf.mat.colony2_sim_28.Dat
UR	0	14	9838	9852	0	0.001	0.999	conf.mat.colony2_sim_28.Dat
FS	8	0	0	8	1	0	0	conf.mat.colony2_sim_29.Dat
HS	0	24	0	24	0	1	0	conf.mat.colony2_sim_29.Dat
UR	0	18	9850	9868	0	0.002	0.998	conf.mat.colony2_sim_29.Dat
FS	14	0	0	14	1	0	0	conf.mat.colony2_sim_3.Dat
HS	0	34	0	34	0	1	0	conf.mat.colony2_sim_3.Dat
UR	0	12	9840	9852	0	0.001	0.999	conf.mat.colony2_sim_3.Dat
FS	4	0	0	4	1	0	0	conf.mat.colony2_sim_31.Dat
HS	0	22	0	22	0	1	0	conf.mat.colony2_sim_31.Dat
UR	0	32	9842	9874	0	0.003	0.997	conf.mat.colony2_sim_31.Dat
FS	14	0	0	14	1	0	0	conf.mat.colony2_sim_32.Dat
HS	0	26	0	26	0	1	0	conf.mat.colony2_sim_32.Dat
UR	0	12	9848	9860	0	0.001	0.999	conf.mat.colony2_sim_32.Dat
FS	22	0	0	22	1	0	0	conf.mat.colony2_sim_33.Dat
HS	0	20	0	20	0	1	0	conf.mat.colony2_sim_33.Dat
UR	0	18	9840	9858	0	0.002	0.998	conf.mat.colony2_sim_33.Dat
FS	6	0	0	6	1	0	0	conf.mat.colony2_sim_34.Dat
HS	0	42	0	42	0	1	0	conf.mat.colony2_sim_34.Dat
UR	0	20	9832	9852	0	0.002	0.998	conf.mat.colony2_sim_34.Dat
FS	6	0	0	6	1	0	0	conf.mat.colony2_sim_35.Dat
HS	0	32	0	32	0	1	0	conf.mat.colony2_sim_35.Dat
UR	0	14	9848	9862	0	0.001	0.999	conf.mat.colony2_sim_35.Dat
FS	6	0	0	6	1	0	0	conf.mat.colony2_sim_36.Dat
HS	0	20	0	20	0	1	0	conf.mat.colony2_sim_36.Dat
UR	0	16	9858	9874	0	0.002	0.998	conf.mat.colony2_sim_36.Dat
FS	16	0	0	16	1	0	0	conf.mat.colony2_sim_38.Dat
HS	0	40	0	40	0	1	0	conf.mat.colony2_sim_38.Dat
UR	0	6	9838	9844	0	0.001	0.999	conf.mat.colony2_sim_38.Dat
FS	16	0	0	16	1	0	0	conf.mat.colony2_sim_39.Dat
HS	0	32	0	32	0	1	0	conf.mat.colony2_sim_39.Dat
UR	0	14	9838	9852	0	0.001	0.999	conf.mat.colony2_sim_39.Dat
FS	6	0	0	6	1	0	0	conf.mat.colony2_sim_4.Dat
HS	0	28	2	30	0	0.933	0.067	conf.mat.colony2_sim_4.Dat
UR	0	32	9832	9864	0	0.003	0.997	conf.mat.colony2_sim_4.Dat
FS	24	0	0	24	1	0	0	conf.mat.colony2_sim_42.Dat
HS	0	26	0	26	0	1	0	conf.mat.colony2_sim_42.Dat
UR	0	12	9838	9850	0	0.001	0.999	conf.mat.colony2_sim_42.Dat
FS	20	0	0	20	1	0	0	conf.mat.colony2_sim_44.Dat
HS	0	14	0	14	0	1	0	conf.mat.colony2_sim_44.Dat
UR	0	14	9852	9866	0	0.001	0.999	conf.mat.colony2_sim_44.Dat
FS	4	0	0	4	1	0	0	conf.mat.colony2_sim_45.Dat
HS	0	34	4	38	0	0.895	0.105	conf.mat.colony2_sim_45.Dat
UR	0	16	9842	9858	0	0.002	0.998	conf.mat.colony2_sim_45.Dat
FS	16	0	0	16	1	0	0	conf.mat.colony2_sim_46.Dat
HS	0	32	0	32	0	1	0	conf.mat.colony2_sim_46.Dat
UR	0	16	9836	9852	0	0.002	0.998	conf.mat.colony2_sim_46.Dat
FS	16	0	0	16	1	0	0	conf.mat.colony2_sim_48.Dat
HS	0	32	0	32	0	1	0	conf.mat.colony2_sim_48.Dat
UR	0	10	9842	9852	0	0.001	0.999	conf.mat.colony2_sim_48.Dat
FS	16	0	0	16	1	0	0	conf.mat.colony2_sim_49.Dat
HS	0	32	0	32	0	1	0	conf.mat.colony2_sim_49.Dat
UR	0	34	9818	9852	0	0.003	0.997	conf.mat.colony2_sim_49.Dat
FS	18	0	0	18	1	0	0	conf.mat.colony2_sim_5.Dat
HS	2	38	0	40	0.05	0.95	0	conf.mat.colony2_sim_5.Dat
UR	0	18	9824	9842	0	0.002	0.998	conf.mat.colony2_sim_5.Dat
FS	24	0	0	24	1	0	0	conf.mat.colony2_sim_50.Dat
HS	0	14	0	14	0	1	0	conf.mat.colony2_sim_50.Dat
UR	0	18	9844	9862	0	0.002	0.998	conf.mat.colony2_sim_50.Dat
FS	18	0	0	18	1	0	0	conf.mat.colony2_sim_51.Dat
HS	0	44	0	44	0	1	0	conf.mat.colony2_sim_51.Dat
UR	0	6	9832	9838	0	0.001	0.999	conf.mat.colony2_sim_51.Dat
FS	10	0	0	10	1	0	0	conf.mat.colony2_sim_52.Dat
HS	0	38	0	38	0	1	0	conf.mat.colony2_sim_52.Dat
UR	0	18	9834	9852	0	0.002	0.998	conf.mat.colony2_sim_52.Dat
FS	12	0	0	12	1	0	0	conf.mat.colony2_sim_53.Dat
HS	0	20	0	20	0	1	0	conf.mat.colony2_sim_53.Dat
UR	0	20	9848	9868	0	0.002	0.998	conf.mat.colony2_sim_53.Dat
FS	20	0	0	20	1	0	0	conf.mat.colony2_sim_54.Dat
HS	0	20	0	20	0	1	0	conf.mat.colony2_sim_54.Dat
UR	0	18	9842	9860	0	0.002	0.998	conf.mat.colony2_sim_54.Dat
FS	36	0	0	36	1	0	0	conf.mat.colony2_sim_55.Dat
HS	0	32	0	32	0	1	0	conf.mat.colony2_sim_55.Dat
UR	0	18	9814	9832	0	0.002	0.998	conf.mat.colony2_sim_55.Dat
FS	12	0	0	12	1	0	0	conf.mat.colony2_sim_56.Dat
HS	0	16	0	16	0	1	0	conf.mat.colony2_sim_56.Dat
UR	0	18	9854	9872	0	0.002	0.998	conf.mat.colony2_sim_56.Dat
FS	16	2	0	18	0.889	0.111	0	conf.mat.colony2_sim_57.Dat
HS	0	22	4	26	0	0.846	0.154	conf.mat.colony2_sim_57.Dat
UR	0	10	9846	9856	0	0.001	0.999	conf.mat.colony2_sim_57.Dat
FS	6	0	0	6	1	0	0	conf.mat.colony2_sim_58.Dat
HS	0	38	0	38	0	1	0	conf.mat.colony2_sim_58.Dat
UR	0	12	9844	9856	0	0.001	0.999	conf.mat.colony2_sim_58.Dat
FS	24	0	0	24	1	0	0	conf.mat.colony2_sim_59.Dat
HS	0	34	0	34	0	1	0	conf.mat.colony2_sim_59.Dat
UR	0	14	9828	9842	0	0.001	0.999	conf.mat.colony2_sim_59.Dat
FS	30	0	0	30	1	0	0	conf.mat.colony2_sim_6.Dat
HS	0	16	0	16	0	1	0	conf.mat.colony2_sim_6.Dat
UR	0	22	9832	9854	0	0.002	0.998	conf.mat.colony2_sim_6.Dat
FS	16	0	0	16	1	0	0	conf.mat.colony2_sim_61.Dat
HS	0	30	0	30	0	1	0	conf.mat.colony2_sim_61.Dat
UR	0	20	9834	9854	0	0.002	0.998	conf.mat.colony2_sim_61.Dat
FS	8	0	0	8	1	0	0	conf.mat.colony2_sim_62.Dat
HS	0	36	0	36	0	1	0	conf.mat.colony2_sim_62.Dat
UR	0	24	9832	9856	0	0.002	0.998	conf.mat.colony2_sim_62.Dat
FS	6	0	0	6	1	0	0	conf.mat.colony2_sim_63.Dat
HS	0	22	0	22	0	1	0	conf.mat.colony2_sim_63.Dat
UR	0	14	9858	9872	0	0.001	0.999	conf.mat.colony2_sim_63.Dat
FS	24	0	0	24	1	0	0	conf.mat.colony2_sim_64.Dat
HS	0	26	4	30	0	0.867	0.133	conf.mat.colony2_sim_64.Dat
UR	0	8	9838	9846	0	0.001	0.999	conf.mat.colony2_sim_64.Dat
FS	18	0	0	18	1	0	0	conf.mat.colony2_sim_65.Dat
HS	0	34	0	34	0	1	0	conf.mat.colony2_sim_65.Dat
UR	0	22	9826	9848	0	0.002	0.998	conf.mat.colony2_sim_65.Dat
FS	4	0	0	4	1	0	0	conf.mat.colony2_sim_66.Dat
HS	0	30	0	30	0	1	0	conf.mat.colony2_sim_66.Dat
UR	0	20	9846	9866	0	0.002	0.998	conf.mat.colony2_sim_66.Dat
FS	2	0	0	2	1	0	0	conf.mat.colony2_sim_67.Dat
HS	0	34	0	34	0	1	0	conf.mat.colony2_sim_67.Dat
UR	0	20	9844	9864	0	0.002	0.998	conf.mat.colony2_sim_67.Dat
FS	4	0	0	4	1	0	0	conf.mat.colony2_sim_68.Dat
HS	0	30	0	30	0	1	0	conf.mat.colony2_sim_68.Dat
UR	0	26	9840	9866	0	0.003	0.997	conf.mat.colony2_sim_68.Dat
FS	16	0	0	16	1	0	0	conf.mat.colony2_sim_69.Dat
HS	0	36	0	36	0	1	0	conf.mat.colony2_sim_69.Dat
UR	0	14	9834	9848	0	0.001	0.999	conf.mat.colony2_sim_69.Dat
FS	8	0	0	8	1	0	0	conf.mat.colony2_sim_7.Dat
HS	0	36	0	36	0	1	0	conf.mat.colony2_sim_7.Dat
UR	0	18	9838	9856	0	0.002	0.998	conf.mat.colony2_sim_7.Dat
FS	6	0	0	6	1	0	0	conf.mat.colony2_sim_70.Dat
HS	0	22	0	22	0	1	0	conf.mat.colony2_sim_70.Dat
UR	0	24	9848	9872	0	0.002	0.998	conf.mat.colony2_sim_70.Dat
FS	10	0	0	10	1	0	0	conf.mat.colony2_sim_71.Dat
HS	0	26	0	26	0	1	0	conf.mat.colony2_sim_71.Dat
UR	0	12	9852	9864	0	0.001	0.999	conf.mat.colony2_sim_71.Dat
FS	14	0	0	14	1	0	0	conf.mat.colony2_sim_72.Dat
HS	0	38	0	38	0	1	0	conf.mat.colony2_sim_72.Dat
UR	0	24	9824	9848	0	0.002	0.998	conf.mat.colony2_sim_72.Dat
FS	14	0	0	14	1	0	0	conf.mat.colony2_sim_73.Dat
HS	0	30	0	30	0	1	0	conf.mat.colony2_sim_73.Dat
UR	0	22	9834	9856	0	0.002	0.998	conf.mat.colony2_sim_73.Dat
FS	24	0	0	24	1	0	0	conf.mat.colony2_sim_74.Dat
HS	0	32	0	32	0	1	0	conf.mat.colony2_sim_74.Dat
UR	0	8	9836	9844	0	0.001	0.999	conf.mat.colony2_sim_74.Dat
FS	8	0	0	8	1	0	0	conf.mat.colony2_sim_75.Dat
HS	0	20	0	20	0	1	0	conf.mat.colony2_sim_75.Dat
UR	0	18	9854	9872	0	0.002	0.998	conf.mat.colony2_sim_75.Dat
FS	10	0	0	10	1	0	0	conf.mat.colony2_sim_76.Dat
HS	0	16	4	20	0	0.8	0.2	conf.mat.colony2_sim_76.Dat
UR	0	22	9848	9870	0	0.002	0.998	conf.mat.colony2_sim_76.Dat
FS	18	0	0	18	1	0	0	conf.mat.colony2_sim_77.Dat
HS	0	26	0	26	0	1	0	conf.mat.colony2_sim_77.Dat
UR	0	20	9836	9856	0	0.002	0.998	conf.mat.colony2_sim_77.Dat
FS	16	0	0	16	1	0	0	conf.mat.colony2_sim_78.Dat
HS	0	18	0	18	0	1	0	conf.mat.colony2_sim_78.Dat
UR	0	16	9850	9866	0	0.002	0.998	conf.mat.colony2_sim_78.Dat
FS	12	0	0	12	1	0	0	conf.mat.colony2_sim_79.Dat
HS	0	26	2	28	0	0.929	0.071	conf.mat.colony2_sim_79.Dat
UR	0	28	9832	9860	0	0.003	0.997	conf.mat.colony2_sim_79.Dat
FS	20	0	0	20	1	0	0	conf.mat.colony2_sim_8.Dat
HS	0	32	0	32	0	1	0	conf.mat.colony2_sim_8.Dat
UR	0	8	9840	9848	0	0.001	0.999	conf.mat.colony2_sim_8.Dat
FS	8	0	0	8	1	0	0	conf.mat.colony2_sim_80.Dat
HS	0	24	0	24	0	1	0	conf.mat.colony2_sim_80.Dat
UR	0	18	9850	9868	0	0.002	0.998	conf.mat.colony2_sim_80.Dat
FS	20	0	0	20	1	0	0	conf.mat.colony2_sim_81.Dat
HS	0	44	0	44	0	1	0	conf.mat.colony2_sim_81.Dat
UR	0	12	9824	9836	0	0.001	0.999	conf.mat.colony2_sim_81.Dat
FS	12	0	0	12	1	0	0	conf.mat.colony2_sim_84.Dat
HS	0	26	2	28	0	0.929	0.071	conf.mat.colony2_sim_84.Dat
UR	0	20	9840	9860	0	0.002	0.998	conf.mat.colony2_sim_84.Dat
FS	12	0	0	12	1	0	0	conf.mat.colony2_sim_85.Dat
HS	0	28	0	28	0	1	0	conf.mat.colony2_sim_85.Dat
UR	0	12	9848	9860	0	0.001	0.999	conf.mat.colony2_sim_85.Dat
FS	10	0	0	10	1	0	0	conf.mat.colony2_sim_86.Dat
HS	0	28	0	28	0	1	0	conf.mat.colony2_sim_86.Dat
UR	0	16	9846	9862	0	0.002	0.998	conf.mat.colony2_sim_86.Dat
FS	14	0	0	14	1	0	0	conf.mat.colony2_sim_89.Dat
HS	0	20	0	20	0	1	0	conf.mat.colony2_sim_89.Dat
UR	0	18	9848	9866	0	0.002	0.998	conf.mat.colony2_sim_89.Dat
FS	14	0	0	14	1	0	0	conf.mat.colony2_sim_90.Dat
HS	0	16	0	16	0	1	0	conf.mat.colony2_sim_90.Dat
UR	0	28	9842	9870	0	0.003	0.997	conf.mat.colony2_sim_90.Dat
FS	4	0	0	4	1	0	0	conf.mat.colony2_sim_91.Dat
HS	0	32	0	32	0	1	0	conf.mat.colony2_sim_91.Dat
UR	0	12	9852	9864	0	0.001	0.999	conf.mat.colony2_sim_91.Dat
FS	14	0	0	14	1	0	0	conf.mat.colony2_sim_92.Dat
HS	0	30	0	30	0	1	0	conf.mat.colony2_sim_92.Dat
UR	0	14	9842	9856	0	0.001	0.999	conf.mat.colony2_sim_92.Dat
FS	10	0	0	10	1	0	0	conf.mat.colony2_sim_93.Dat
HS	0	30	0	30	0	1	0	conf.mat.colony2_sim_93.Dat
UR	0	12	9848	9860	0	0.001	0.999	conf.mat.colony2_sim_93.Dat
FS	12	0	0	12	1	0	0	conf.mat.colony2_sim_94.Dat
HS	0	24	0	24	0	1	0	conf.mat.colony2_sim_94.Dat
UR	0	32	9832	9864	0	0.003	0.997	conf.mat.colony2_sim_94.Dat
FS	2	0	0	2	1	0	0	conf.mat.colony2_sim_96.Dat
HS	0	32	2	34	0	0.941	0.059	conf.mat.colony2_sim_96.Dat
UR	0	18	9846	9864	0	0.002	0.998	conf.mat.colony2_sim_96.Dat
